shipment_id	transport_mode	recorded_date	recorded_time	temperature_celsius	humidity_percentage	vibration_level	spoilage_status	cargo_type	origin_location	destination_location	exposure_duration_hours	spoilage_risk_percent	remaining_shelf_life_days	pressure_kpa	door_open_count	salinity_ppt	thermal_leakage_score
AIR0155	Air Freight	29/07/2024	0:15	7.3	26.4	1.1	At Risk	Vegetables	Delhi Airport	Dubai Airport	46.6	27.3	8.5	80.4	0	0	0
SEA0790	Sea Freight	13/12/2025	19:00	13.1	98.8	3.4	Spoiled	Flowers	Kandla Port	Jebel Ali Port	574.6	86.8	2.1	0	0	29.6	0
AIR0879	Air Freight	02/04/2026	8:30	10.8	8	0.9	Fresh	Vegetables	Kolkata Airport	Frankfurt Airport	30.7	19.4	8.7	78.5	0	0	0
SEA0743	Sea Freight	05/06/2026	23:15	4.6	86.6	1.3	Fresh	Meat	Mumbai Port	Dubai Port	533.1	19.6	4.6	0	0	29.5	0
RAIL0346	Intermodal Rail	16/06/2025	9:20	0.1	68.3	3.4	Fresh	Flowers	Mumbai	Guwahati	148.7	5.3	5	0	0	0	0.7
RAIL0665	Intermodal Rail	18/04/2024	11:10	2.6	87.2	2	Spoiled	Meat	Chennai	Kochi	164.5	85	3	0	0	0	4.4
AIR0355	Air Freight	13/06/2024	3:40	9.1	21.7	1	Fresh	Fruits	Hyderabad Airport	Amsterdam Airport	26	15.9	11.1	93.3	0	0	0
SEA0614	Sea Freight	23/05/2025	2:20	6.1	86	2.2	Fresh	Pharmaceuticals	Vizag Port	Dubai Port	669.5	12.3	27.5	0	0	30.7	0
TRK0245	Cold-Chain Road Truck	21/09/2024	21:05	4.4	73	3.9	At Risk	Seafood	Lucknow	Jaipur	28.1	28	3.3	0	5	0	0
SEA0968	Sea Freight	02/01/2026	19:50	2.2	89.9	1.4	Fresh	Flowers	Mundra Port	Rotterdam Port	516.2	22	4.3	0	0	36.2	0
RAIL0561	Intermodal Rail	16/03/2026	3:45	6.6	59.9	2.2	Fresh	Dairy	Guwahati	Jammu	156.2	16.7	5.7	0	0	0	2
RAIL0736	Intermodal Rail	19/06/2026	16:10	7.5	56.2	1.7	Fresh	Dairy	Mumbai	Bengaluru	131.5	5.7	6.6	0	0	0	0.2
TRK0073	Cold-Chain Road Truck	27/12/2024	22:45	-0.1	60.1	1.9	Fresh	Meat	Ahmedabad	Lucknow	12.1	8	5.7	0	2	0	0
TRK0413	Cold-Chain Road Truck	04/05/2024	12:55	8.4	76.9	3.6	Fresh	Fruits	Ahmedabad	Hyderabad	9.8	13.2	11	0	1	0	0
SEA0843	Sea Freight	07/10/2024	15:00	4.4	87.8	1.2	Fresh	Vegetables	Chennai Port	Singapore Port	393.9	9.3	9.2	0	0	35.6	0
RAIL0547	Intermodal Rail	11/04/2026	0:25	7.9	87.7	2.4	Fresh	Dairy	Ahmedabad	Guwahati	134.6	20.3	5.8	0	0	0	0.9
SEA0237	Sea Freight	30/05/2026	4:40	10.8	81.7	2.3	At Risk	Vegetables	Vizag Port	Shanghai Port	713.3	27.1	8.3	0	0	35.1	0
AIR0312	Air Freight	15/08/2024	5:35	1.7	24.3	0.5	Fresh	Dairy	Hyderabad Airport	Frankfurt Airport	35.1	19.8	6.1	82.6	0	0	0
AIR0700	Air Freight	12/10/2025	23:05	11.2	31.1	0.7	Fresh	Fruits	Delhi Airport	Singapore Airport	46.9	22.7	10.8	89.9	0	0	0
TRK0346	Cold-Chain Road Truck	13/11/2025	19:45	2.8	66.5	4.7	At Risk	Dairy	Mumbai	Ahmedabad	44.9	27.6	5.8	0	6	0	0
RAIL0349	Intermodal Rail	27/04/2025	23:05	6.3	62.6	3.2	Fresh	Vegetables	Mumbai	Jaipur	129.2	11.8	9.3	0	0	0	3.5
SEA0397	Sea Freight	07/12/2024	17:30	12.7	74	2.1	Fresh	Fruits	Vizag Port	Hamburg Port	427.7	20.5	10.8	0	0	36.3	0
TRK0369	Cold-Chain Road Truck	20/04/2024	4:10	5.3	47.4	3	Fresh	Pharmaceuticals	Delhi	Pune	40.4	22.9	25.7	0	7	0	0
AIR0245	Air Freight	17/08/2025	19:00	10.4	8	0.9	Fresh	Fruits	Chennai Airport	Frankfurt Airport	33.5	20.4	10.6	83.5	0	0	0
TRK0057	Cold-Chain Road Truck	11/06/2025	23:25	5.1	77.1	3.9	At Risk	Flowers	Nashik	Lucknow	43.1	42.8	3.7	0	6	0	0
TRK0743	Cold-Chain Road Truck	10/09/2025	9:50	5.6	75.1	3.5	At Risk	Dairy	Surat	Delhi	30.8	26.8	5.9	0	4	0	0
AIR0509	Air Freight	11/07/2024	17:55	3.3	34	0.5	Fresh	Fruits	Hyderabad Airport	Doha Airport	43.8	16.9	11	89.9	0	0	0
SEA0829	Sea Freight	11/12/2025	8:45	13.5	88.4	1.7	Fresh	Fruits	Vizag Port	Singapore Port	398.8	24	10.2	0	0	35.7	0
RAIL0480	Intermodal Rail	18/01/2026	4:25	0.6	62.3	2	Fresh	Seafood	Delhi	Jammu	133.1	13.5	4	0	0	0	4.9
AIR0795	Air Freight	08/02/2026	12:55	2.1	24	0.6	Fresh	Seafood	Kolkata Airport	Doha Airport	36.5	16	3.8	95.2	0	0	0
RAIL0193	Intermodal Rail	09/06/2026	5:55	8.1	52.4	3.1	Fresh	Flowers	Kolkata	Kochi	131.3	7.1	4.6	0	0	0	0.2
SEA0155	Sea Freight	20/10/2025	23:35	5.9	99	2.2	Fresh	Pharmaceuticals	Chennai Port	Shanghai Port	403.7	16.1	27.2	0	0	25.8	0
AIR0651	Air Freight	19/05/2025	12:00	11.9	44.5	1	Fresh	Fruits	Bengaluru Airport	Doha Airport	24.9	10.9	11.3	86	0	0	0
RAIL0976	Intermodal Rail	08/07/2025	11:55	0.3	48.8	1.7	Fresh	Flowers	Guwahati	Jaipur	128.7	1.5	4.9	0	0	0	0.7
AIR0573	Air Freight	14/09/2025	9:45	2.5	29.8	2.9	At Risk	Meat	Chennai Airport	Doha Airport	37.1	25.1	5.4	80.1	0	0	0
RAIL0506	Intermodal Rail	19/09/2024	20:35	8.1	57.4	2.5	Fresh	Vegetables	Mumbai	Bengaluru	144	16.8	9.6	0	0	0	5.1
RAIL0057	Intermodal Rail	07/12/2025	4:35	3.8	55	2.3	Fresh	Meat	Chennai	Jaipur	159	14.4	5.6	0	0	0	2.2
AIR0163	Air Freight	13/03/2024	10:30	3.5	28.1	0.8	Fresh	Vegetables	Bengaluru Airport	Frankfurt Airport	38.8	19.5	8.7	85	0	0	0
AIR0816	Air Freight	18/08/2025	4:50	-0.7	36.9	4.5	Fresh	Meat	Hyderabad Airport	Dubai Airport	36.2	20.5	5.5	88.7	0	0	0
SEA0355	Sea Freight	19/01/2025	18:20	2.5	92.6	1.4	Fresh	Pharmaceuticals	Mundra Port	Hamburg Port	392.5	6.8	29.3	0	0	38.7	0
RAIL0883	Intermodal Rail	25/08/2024	7:10	-0.9	47.4	3	Fresh	Seafood	Kolkata	Chennai	142.3	18.5	3.4	0	0	0	6.5
TRK0725	Cold-Chain Road Truck	05/08/2025	2:20	8.8	74	6.1	At Risk	Flowers	Pune	Bhopal	65.8	49.7	4	0	9	0	0
SEA0391	Sea Freight	13/12/2024	23:00	2.1	87.5	0.9	Fresh	Pharmaceuticals	Mundra Port	Shanghai Port	706.1	15.1	27.6	0	0	33.4	0
AIR0846	Air Freight	02/01/2025	1:30	2.4	15.8	0.5	Fresh	Pharmaceuticals	Bengaluru Airport	Singapore Airport	44	8.5	28.3	92.7	0	0	0
SEA0172	Sea Freight	07/02/2025	21:20	4.9	86.5	1.9	Fresh	Seafood	Kandla Port	Rotterdam Port	546.6	21.8	3.7	0	0	32.8	0
TRK0141	Cold-Chain Road Truck	13/10/2025	6:25	14.5	81	3.9	At Risk	Fruits	Nashik	Delhi	33.3	36.4	9.3	0	6	0	0
RAIL0970	Intermodal Rail	08/08/2025	2:10	3.8	75.4	2.8	Fresh	Flowers	Ahmedabad	Guwahati	141.2	24.1	4	0	0	0	5.4
SEA0826	Sea Freight	27/08/2025	17:25	1.8	91.7	1.6	Fresh	Pharmaceuticals	Kolkata Port	Shanghai Port	648.8	16.5	27.6	0	0	34.3	0
RAIL0827	Intermodal Rail	09/07/2024	17:50	8.8	54.4	1.4	Fresh	Fruits	Guwahati	Jammu	144	17	10.6	0	0	0	5.8
SEA0283	Sea Freight	22/07/2026	19:50	5.6	88.6	1	Fresh	Pharmaceuticals	Cochin Port	Felixstowe Port	524.2	10.7	28.2	0	0	29.8	0
RAIL0485	Intermodal Rail	13/03/2025	3:35	0.9	60.1	1.3	Fresh	Dairy	Guwahati	Jaipur	141.9	23	5.7	0	0	0	6.8
RAIL0339	Intermodal Rail	14/08/2025	1:40	1.1	64.5	2	Fresh	Pharmaceuticals	Delhi	Bengaluru	129.9	6.9	29.1	0	0	0	6.5
RAIL0717	Intermodal Rail	27/05/2024	23:10	7.6	52.2	2.7	Fresh	Flowers	Guwahati	Jaipur	120.6	15.2	4.5	0	0	0	6
RAIL0710	Intermodal Rail	28/04/2025	2:20	0.5	54.5	0.7	Fresh	Seafood	Chennai	Guwahati	128.6	12.2	4	0	0	0	5.7
SEA0495	Sea Freight	27/05/2024	0:20	1.9	82.6	1.8	Fresh	Seafood	Chennai Port	Los Angeles Port	414.7	19.3	4	0	0	37	0
SEA0321	Sea Freight	26/08/2026	21:55	1.7	90.1	1.8	Fresh	Meat	Kandla Port	Singapore Port	395.6	17	5.4	0	0	35.7	0
RAIL0128	Intermodal Rail	18/05/2026	4:05	10.3	72.1	1.8	Fresh	Fruits	Kolkata	Kochi	127	18.6	10.8	0	0	0	3.4
SEA0725	Sea Freight	31/01/2024	6:20	10.7	94.7	1.4	Fresh	Vegetables	Cochin Port	Los Angeles Port	569.4	21.9	8.4	0	0	28.4	0
TRK0410	Cold-Chain Road Truck	19/07/2025	10:30	1.9	53.6	3.2	Fresh	Pharmaceuticals	Indore	Mumbai	14.3	8.8	28.4	0	2	0	0
RAIL0902	Intermodal Rail	11/06/2026	4:40	8.3	68.7	2.3	Fresh	Fruits	Guwahati	Bengaluru	143.9	14.4	10.8	0	0	0	2
SEA0092	Sea Freight	13/02/2025	19:55	9.8	74.7	1.9	Fresh	Vegetables	Kolkata Port	Jebel Ali Port	641.8	23.4	8.5	0	0	35.8	0
TRK0128	Cold-Chain Road Truck	14/01/2026	5:20	14.1	81.9	6.4	Spoiled	Seafood	Surat	Udaipur	53.9	55.2	2.3	0	9	0	0
TRK0795	Cold-Chain Road Truck	04/12/2024	6:20	4.6	64.1	6.7	At Risk	Dairy	Chennai	Bengaluru	69.2	49.4	4.9	0	8	0	0
SEA0624	Sea Freight	21/11/2025	4:20	14.3	76.1	1.1	Fresh	Pharmaceuticals	Cochin Port	Jebel Ali Port	520.7	19.6	26.3	0	0	30.6	0
