shipment_id,transport_mode,recorded_date,recorded_time,temperature_celsius,humidity_percentage,vibration_level,spoilage_status,cargo_type,origin_location,destination_location,exposure_duration_hours,spoilage_risk_percent,remaining_shelf_life_days,pressure_kpa,door_open_count,salinity_ppt,thermal_leakage_score
SEA0949,Sea Freight,2024-08-10,17:50,16.3,76.5,1.8,At Risk,Fruits,Mumbai Port,Rotterdam Port,531.3,31.5,9.5,0.0,0,35.4,0.0
SEA0718,Sea Freight,2025-09-09,02:45,3.2,99.0,1.1,Fresh,Seafood,Kolkata Port,Singapore Port,516.8,23.4,3.4,0.0,0,34.4,0.0
SEA0616,Sea Freight,2025-10-09,11:40,9.9,82.5,2.8,At Risk,Dairy,Chennai Port,Dubai Port,612.3,30.7,5.3,0.0,0,32.5,0.0
SEA0685,Sea Freight,2025-02-12,12:45,7.6,97.2,1.8,Spoiled,Seafood,Kolkata Port,Singapore Port,710.0,97.1,1.5,0.0,0,40.0,0.0
SEA0878,Sea Freight,2025-06-19,03:25,12.1,76.1,1.5,Fresh,Fruits,Kandla Port,Los Angeles Port,441.1,19.0,10.4,0.0,0,37.3,0.0
SEA0569,Sea Freight,2024-11-21,15:45,6.4,81.7,1.1,Fresh,Dairy,Cochin Port,Colombo Port,556.1,22.0,6.6,0.0,0,34.8,0.0
SEA0655,Sea Freight,2025-04-08,22:05,2.3,84.7,1.9,Fresh,Flowers,Kandla Port,Hamburg Port,652.6,23.8,4.2,0.0,0,33.9,0.0
SEA0133,Sea Freight,2024-07-21,20:35,6.6,86.2,2.4,At Risk,Dairy,Vizag Port,Felixstowe Port,627.9,33.3,5.8,0.0,0,36.0,0.0
SEA0302,Sea Freight,2024-09-20,06:55,4.3,93.4,1.2,Fresh,Pharmaceuticals,Kandla Port,Felixstowe Port,579.2,14.2,27.6,0.0,0,36.1,0.0
SEA0976,Sea Freight,2025-10-10,10:00,5.3,85.5,2.0,Fresh,Vegetables,Cochin Port,Colombo Port,683.4,20.2,8.4,0.0,0,30.2,0.0
SEA0330,Sea Freight,2025-10-28,23:15,2.4,87.4,1.6,Fresh,Flowers,Vizag Port,Shanghai Port,432.1,19.2,3.8,0.0,0,32.3,0.0
SEA0377,Sea Freight,2025-07-16,22:10,3.2,90.1,2.6,Fresh,Flowers,Mundra Port,Colombo Port,482.4,21.3,4.2,0.0,0,34.7,0.0
SEA0658,Sea Freight,2024-11-17,12:45,5.3,84.2,1.0,Fresh,Vegetables,Chennai Port,Rotterdam Port,421.2,14.3,9.5,0.0,0,30.4,0.0
SEA0502,Sea Freight,2025-07-10,21:25,4.7,77.4,0.2,Fresh,Seafood,Chennai Port,Dubai Port,417.5,15.0,3.7,0.0,0,34.2,0.0
SEA0988,Sea Freight,2026-02-03,11:40,14.1,90.9,1.9,Spoiled,Flowers,Kandla Port,Shanghai Port,454.5,95.9,2.0,0.0,0,35.5,0.0
SEA0360,Sea Freight,2025-01-17,23:20,3.8,93.1,2.5,At Risk,Flowers,Vizag Port,Dubai Port,617.0,25.2,4.1,0.0,0,30.5,0.0
SEA0725,Sea Freight,2024-01-31,06:20,10.7,94.7,1.4,Fresh,Vegetables,Cochin Port,Los Angeles Port,569.4,21.9,8.4,0.0,0,28.4,0.0
SEA0666,Sea Freight,2025-03-18,10:50,10.7,99.0,1.6,Spoiled,Meat,Mumbai Port,Felixstowe Port,508.2,95.4,2.2,0.0,0,26.3,0.0
SEA0239,Sea Freight,2024-03-20,08:05,5.2,78.2,0.5,Fresh,Pharmaceuticals,Kandla Port,Felixstowe Port,576.5,10.9,27.8,0.0,0,28.6,0.0
SEA0192,Sea Freight,2025-04-09,23:30,8.6,69.2,2.0,Fresh,Seafood,Mumbai Port,Colombo Port,420.4,18.9,3.7,0.0,0,35.3,0.0
SEA0999,Sea Freight,2024-08-13,11:15,5.6,74.9,2.3,Fresh,Flowers,Kandla Port,Felixstowe Port,415.8,15.8,4.9,0.0,0,32.3,0.0
SEA0473,Sea Freight,2025-12-08,11:10,0.4,99.0,1.6,Fresh,Meat,Kandla Port,Hamburg Port,437.2,16.1,5.3,0.0,0,29.0,0.0
SEA0123,Sea Freight,2026-08-07,21:25,7.3,93.3,1.5,Fresh,Meat,Cochin Port,Felixstowe Port,386.3,23.4,4.8,0.0,0,34.0,0.0
SEA0531,Sea Freight,2024-05-07,02:10,11.6,80.9,1.7,Fresh,Meat,Cochin Port,Los Angeles Port,480.4,21.2,5.5,0.0,0,35.4,0.0
SEA0230,Sea Freight,2026-04-26,06:10,2.3,87.1,1.9,Fresh,Pharmaceuticals,Mundra Port,Shanghai Port,656.7,14.5,27.4,0.0,0,31.8,0.0
SEA0088,Sea Freight,2025-02-24,08:45,11.4,86.2,1.5,Fresh,Vegetables,Vizag Port,Colombo Port,681.3,21.9,9.0,0.0,0,28.9,0.0
SEA0174,Sea Freight,2026-06-24,23:25,2.8,87.5,1.0,Fresh,Seafood,Chennai Port,Shanghai Port,404.2,22.7,3.4,0.0,0,36.1,0.0
SEA0044,Sea Freight,2025-10-27,01:15,17.3,91.1,0.9,At Risk,Fruits,Cochin Port,Felixstowe Port,594.9,30.1,10.1,0.0,0,35.2,0.0
SEA0603,Sea Freight,2025-03-19,14:15,12.4,90.8,2.0,Fresh,Pharmaceuticals,Kolkata Port,Shanghai Port,408.7,20.2,26.1,0.0,0,36.8,0.0
SEA0423,Sea Freight,2024-05-09,10:25,7.7,99.0,2.1,Fresh,Pharmaceuticals,Mumbai Port,Colombo Port,595.3,21.2,26.2,0.0,0,27.6,0.0
SEA0759,Sea Freight,2024-08-13,11:15,5.6,74.9,2.3,Fresh,Flowers,Kandla Port,Felixstowe Port,415.8,15.8,4.9,0.0,0,32.3,0.0
SEA0146,Sea Freight,2025-11-13,10:45,0.5,82.1,1.9,At Risk,Meat,Chennai Port,Felixstowe Port,638.0,30.2,4.4,0.0,0,36.7,0.0
SEA0886,Sea Freight,2025-11-01,18:40,11.1,86.7,1.7,Spoiled,Flowers,Kolkata Port,Felixstowe Port,713.8,95.7,1.5,0.0,0,36.8,0.0
SEA0841,Sea Freight,2025-04-06,06:05,0.4,96.9,1.5,Fresh,Meat,Kandla Port,Rotterdam Port,665.5,23.2,5.4,0.0,0,37.8,0.0
SEA0995,Sea Freight,2025-05-05,18:25,7.4,94.8,2.4,Fresh,Vegetables,Cochin Port,Jebel Ali Port,499.6,20.9,8.6,0.0,0,31.1,0.0
SEA0700,Sea Freight,2026-07-24,06:40,4.1,99.0,2.0,At Risk,Seafood,Kolkata Port,Shanghai Port,468.0,28.9,3.3,0.0,0,30.6,0.0
SEA0114,Sea Freight,2025-03-15,13:25,1.8,81.7,1.3,Fresh,Dairy,Vizag Port,Shanghai Port,598.6,15.0,6.0,0.0,0,22.9,0.0
SEA0842,Sea Freight,2024-04-13,04:30,5.1,94.9,1.5,Fresh,Vegetables,Cochin Port,Colombo Port,530.2,18.7,8.9,0.0,0,33.6,0.0
SEA0184,Sea Freight,2026-05-08,04:25,1.6,99.0,1.8,Fresh,Seafood,Chennai Port,Jebel Ali Port,386.4,19.7,3.5,0.0,0,27.2,0.0
SEA0073,Sea Freight,2024-08-31,00:35,11.0,90.6,1.3,Fresh,Pharmaceuticals,Vizag Port,Los Angeles Port,552.9,18.2,26.6,0.0,0,31.4,0.0
SEA0722,Sea Freight,2024-03-12,18:55,4.4,87.4,0.5,Fresh,Dairy,Chennai Port,Dubai Port,528.6,19.0,6.6,0.0,0,32.4,0.0
SEA0802,Sea Freight,2025-01-07,16:30,20.6,79.4,1.6,At Risk,Fruits,Kandla Port,Jebel Ali Port,700.8,27.4,10.0,0.0,0,27.8,0.0
SEA0249,Sea Freight,2024-01-21,07:00,3.0,93.6,1.1,Fresh,Dairy,Mundra Port,Dubai Port,441.7,23.8,6.4,0.0,0,36.7,0.0
SEA0585,Sea Freight,2025-10-30,14:15,-0.2,93.5,1.6,At Risk,Meat,Vizag Port,Jebel Ali Port,502.4,32.5,5.0,0.0,0,40.0,0.0
SEA0724,Sea Freight,2024-07-28,20:50,12.2,85.6,5.2,At Risk,Fruits,Kandla Port,Jebel Ali Port,563.9,28.2,9.8,0.0,0,30.0,0.0
SEA0367,Sea Freight,2025-02-04,00:00,7.8,84.7,1.0,Fresh,Vegetables,Cochin Port,Singapore Port,388.3,17.7,8.4,0.0,0,31.0,0.0
SEA0983,Sea Freight,2025-11-24,19:15,3.2,97.8,1.7,At Risk,Flowers,Chennai Port,Rotterdam Port,436.8,25.8,4.7,0.0,0,34.7,0.0
SEA0800,Sea Freight,2024-04-11,14:35,8.7,83.4,1.8,At Risk,Flowers,Mundra Port,Shanghai Port,637.5,30.5,4.2,0.0,0,32.1,0.0
SEA0140,Sea Freight,2024-02-03,04:25,7.6,82.1,1.2,Spoiled,Flowers,Mundra Port,Hamburg Port,657.9,78.1,2.4,0.0,0,38.0,0.0
SEA0951,Sea Freight,2026-06-26,16:50,12.1,89.5,1.9,Fresh,Pharmaceuticals,Cochin Port,Dubai Port,436.7,16.4,27.6,0.0,0,34.7,0.0
SEA0846,Sea Freight,2025-07-02,03:00,8.1,85.3,0.2,Fresh,Pharmaceuticals,Mumbai Port,Hamburg Port,465.5,14.6,27.4,0.0,0,22.6,0.0
SEA0479,Sea Freight,2026-01-29,18:25,4.8,91.0,1.9,Fresh,Seafood,Cochin Port,Hamburg Port,361.2,18.6,3.0,0.0,0,34.7,0.0
SEA0391,Sea Freight,2024-12-13,23:00,2.1,87.5,0.9,Fresh,Pharmaceuticals,Mundra Port,Shanghai Port,706.1,15.1,27.6,0.0,0,33.4,0.0
SEA0053,Sea Freight,2025-09-02,16:15,1.8,85.7,1.3,Fresh,Meat,Kandla Port,Colombo Port,586.3,19.9,5.5,0.0,0,29.4,0.0
SEA0395,Sea Freight,2024-11-22,19:55,2.4,80.9,1.7,Fresh,Meat,Kolkata Port,Shanghai Port,619.7,20.5,5.2,0.0,0,34.0,0.0
SEA0965,Sea Freight,2025-09-15,18:25,-0.1,75.0,1.9,Fresh,Seafood,Chennai Port,Rotterdam Port,365.5,4.7,4.0,0.0,0,33.5,0.0
SEA0542,Sea Freight,2024-06-11,04:00,9.7,90.4,1.5,Fresh,Pharmaceuticals,Chennai Port,Rotterdam Port,508.7,13.1,27.4,0.0,0,27.6,0.0
SEA0121,Sea Freight,2024-01-14,03:30,0.5,86.6,1.5,Fresh,Seafood,Mundra Port,Jebel Ali Port,577.8,16.0,3.3,0.0,0,27.8,0.0
SEA0413,Sea Freight,2025-01-18,04:05,4.9,94.8,3.0,At Risk,Seafood,Kolkata Port,Rotterdam Port,620.6,29.2,3.3,0.0,0,30.5,0.0
SEA0793,Sea Freight,2025-11-23,17:50,4.8,99.0,1.2,At Risk,Dairy,Kandla Port,Colombo Port,486.4,31.9,5.8,0.0,0,37.8,0.0
SEA0902,Sea Freight,2025-10-02,21:30,13.3,89.2,0.3,At Risk,Fruits,Cochin Port,Dubai Port,594.2,25.1,10.0,0.0,0,35.8,0.0
SEA0263,Sea Freight,2024-05-17,02:55,2.1,92.8,0.7,Fresh,Pharmaceuticals,Cochin Port,Dubai Port,613.6,16.4,26.9,0.0,0,35.9,0.0
SEA0328,Sea Freight,2024-02-23,15:55,0.9,86.2,2.1,Fresh,Seafood,Mumbai Port,Hamburg Port,476.9,23.0,3.4,0.0,0,33.7,0.0
SEA0013,Sea Freight,2025-08-08,11:00,0.0,97.5,1.8,Fresh,Meat,Chennai Port,Shanghai Port,528.4,21.9,5.0,0.0,0,34.8,0.0
SEA0677,Sea Freight,2025-01-31,12:30,4.3,77.7,1.4,Fresh,Vegetables,Vizag Port,Felixstowe Port,572.2,13.0,8.5,0.0,0,26.4,0.0
SEA0290,Sea Freight,2024-02-08,11:45,3.1,91.2,2.7,Fresh,Dairy,Vizag Port,Singapore Port,517.9,24.0,6.4,0.0,0,36.8,0.0
SEA0650,Sea Freight,2025-08-24,22:30,0.3,90.3,1.0,Fresh,Meat,Mundra Port,Rotterdam Port,546.7,17.1,5.8,0.0,0,32.1,0.0
SEA0105,Sea Freight,2024-01-02,00:45,10.8,94.3,1.8,Fresh,Pharmaceuticals,Kolkata Port,Jebel Ali Port,504.9,23.1,25.5,0.0,0,32.6,0.0
SEA0359,Sea Freight,2024-05-24,05:55,7.7,85.6,2.1,Fresh,Seafood,Chennai Port,Rotterdam Port,384.7,24.8,3.6,0.0,0,28.6,0.0
